Global configuration as follows:
model            MobileNet
dataset          cityscapes
data_dir         /home/madongliang/dataset/cityscapes/cityscape
dataset_list     cityscapes_trainval_list.txt
train_data_list  ./dataset/list/Cityscapes/cityscapes_trainval_list.txt
train_type       ontrainval
max_epochs       350
val_data_list    ./dataset/list/Cityscapes/cityscapes_val_list.txt
scaleIn          1
input_size       680,680
random_mirror    True
random_scale     True
num_workers      1
batch_size       16
lr               0.001
savedir          ./checkpoint/cityscapes/MobileNetV3bs16gpu2_ontrainval/
resume           ./checkpoint/cityscapes/CGNet_M3N21bs16gpu2_ontrainval/model_1.pth
classes          19
inform_data_file ./dataset/wtfile/cityscapes_inform.pkl
M                3
N                21
logFile          log.txt
cuda             True
gpus             4,5
seed             9830
gpu_nums         2
Parameters: 897025
Epoch		Loss(Tr)		Loss(val)		mIOU (tr)		mIOU (val)		
236		0.3814		0.4638		0.0003615
237		0.4009		0.4676		0.0003586
238		0.3880		0.4916		0.0003558
239		0.3939		0.5083		0.0003529
240		0.3822		0.4855		0.0003500
241		0.3968		0.4853		0.0003471
242		0.3917		0.4894		0.0003442
243		0.3834		0.4902		0.0003413
244		0.3827		0.4875		0.0003384
245		0.3853		0.5060		0.0003355
246		0.3826		0.5117		0.0003326
247		0.3922		0.4949		0.0003297
248		0.3864		0.4900		0.0003268
249		0.3843		0.4817		0.0003239
250		0.3817		0.4693		0.5287		0.0003209
251		0.3899		0.4662		0.0003180
252		0.3851		0.5039		0.0003151
253		0.3808		0.4902		0.0003122
254		0.3916		0.4881		0.0003092
255		0.3869		0.5389		0.0003063
256		0.3846		0.4808		0.0003034
257		0.3821		0.5096		0.0003004
258		0.3721		0.4469		0.0002975
259		0.3710		0.4868		0.0002946
260		0.3779		0.4923		0.0002916
261		0.3868		0.4299		0.0002887
262		0.3808		0.4683		0.0002857
263		0.3785		0.4634		0.0002828
264		0.3767		0.4971		0.0002798
265		0.3772		0.4787		0.0002768
266		0.3910		0.5268		0.0002739
267		0.3772		0.4799		0.0002709
268		0.3660		0.5317		0.0002679
269		0.3677		0.4820		0.0002649
270		0.3628		0.5139		0.0002620
271		0.3651		0.5166		0.0002590
272		0.3681		0.5079		0.0002560
273		0.3685		0.4746		0.0002530
274		0.3805		0.5168		0.0002500
275		0.3786		0.4786		0.0002470
276		0.3702		0.5138		0.0002440
277		0.3696		0.5010		0.0002410
278		0.3674		0.4825		0.0002380
279		0.3760		0.5180		0.0002349
280		0.3725		0.4997		0.0002319
281		0.3545		0.5012		0.0002289
282		0.3665		0.5006		0.0002259
283		0.3601		0.5049		0.0002228
284		0.3642		0.5088		0.0002198
285		0.3666		0.4607		0.0002167
286		0.3643		0.5048		0.0002137
287		0.3598		0.4831		0.0002106
288		0.3654		0.4922		0.0002076
289		0.3663		0.5047		0.0002045
290		0.3641		0.5164		0.0002014
291		0.3715		0.4878		0.0001984
292		0.3730		0.4790		0.0001953
293		0.3552		0.5458		0.0001922
294		0.3489		0.5083		0.0001891
295		0.3563		0.5475		0.0001860
296		0.3584		0.5185		0.0001829
297		0.3674		0.5029		0.0001798
298		0.3554		0.5321		0.0001767
299		0.3466		0.4748		0.0001736
300		0.3666		0.4827		0.5512		0.0001704
301		0.3539		0.4953		0.0001673
302		0.3575		0.5167		0.0001642
303		0.3523		0.5416		0.0001610
304		0.3492		0.4855		0.0001579
305		0.3566		0.5462		0.0001547
306		0.3487		0.5219		0.0001515
307		0.3512		0.5196		0.0001484
308		0.3590		0.5032		0.0001452
309		0.3461		0.5042		0.0001420
310		0.3494		0.5212		0.0001388
311		0.3504		0.5343		0.0001356
312		0.3500		0.5351		0.0001324
313		0.3512		0.5234		0.0001291
314		0.3602		0.5049		0.0001259
315		0.3466		0.5408		0.0001227
316		0.3340		0.5191		0.0001194
317		0.3550		0.5317		0.0001162
318		0.3436		0.5188		0.0001129
319		0.3572		0.5091		0.0001096
320		0.3354		0.5263		0.0001063
321		0.3346		0.5404		0.0001030
322		0.3466		0.5263		0.0000997
323		0.3415		0.5242		0.0000964
324		0.3411		0.5234		0.0000930
325		0.3442		0.5037		0.0000897
326		0.3419		0.5294		0.0000863
327		0.3384		0.5042		0.0000829
328		0.3436		0.5463		0.0000795
329		0.3410		0.5341		0.0000761
330		0.3386		0.5061		0.0000727
331		0.3445		0.5181		0.0000692
332		0.3316		0.5315		0.0000657
333		0.3426		0.5713		0.0000623
334		0.3371		0.5345		0.0000587
335		0.3321		0.5374		0.0000552
336		0.3354		0.5052		0.0000516
337		0.3311		0.5197		0.0000481
338		0.3321		0.5312		0.0000444
339		0.3326		0.5488		0.0000408
340		0.3281		0.5166		0.0000371
341		0.3243		0.5230		0.0000334
342		0.3343		0.4924		0.0000296
343		0.3252		0.5869		0.0000258
344		0.3269		0.5135		0.0000219
345		0.3340		0.5119		0.0000179
346		0.3353		0.5177		0.0000138
347		0.3243		0.5398		0.0000096
348		0.3240		0.5159		0.0000052
349		0.3299		0.5436		0.0000000
